Customer_ID,Contract_ID,Payment_ID,Gender,Age,Tenure_Months,Monthly_Charges,Total_Charges,Internet_Service,Customer_Support_Calls,Senior_Citizen,Partner,Dependents,Churn
CUST04432,CON04432,PAY04432,Female,23,63,100.78,6349.14,Fiber Optic,8,No,No,No,Yes
CUST04433,CON04433,PAY04433,Female,18,46,102.1,4696.6,DSL,7,Yes,Yes,No,Yes
CUST04434,CON04434,PAY04434,Female,22,20,25.95,519.0,DSL,6,No,No,No,Yes
CUST04435,CON04435,PAY04435,Female,58,33,53.24,1756.92,DSL,7,Yes,Yes,No,Yes
CUST04436,CON04436,PAY04436,Female,67,35,54.89,1921.15,Cable,2,No,No,Yes,No
CUST04437,CON04437,PAY04437,Female,32,44,59.09,2599.96,Fiber Optic,7,Yes,No,No,Yes
CUST04438,CON04438,PAY04438,Male,34,62,96.91,6008.42,,7,Yes,No,Yes,Yes
CUST04439,CON04439,PAY04439,Female,32,46,63.96,2942.16,Fiber Optic,6,Yes,No,No,Yes
CUST04440,CON04440,PAY04440,Female,53,12,27.92,335.04,Fiber Optic,7,No,Yes,Yes,Yes
CUST04441,CON04441,PAY04441,Female,51,5,59.5,297.5,DSL,5,Yes,No,Yes,No
CUST04442,CON04442,PAY04442,Female,68,20,96.87,1937.4,Cable,4,No,No,Yes,No
CUST04443,CON04443,PAY04443,Female,23,60,97.94,5876.4,Fiber Optic,6,No,No,No,Yes
CUST04444,CON04444,PAY04444,Female,61,31,61.64,1910.84,,1,No,No,Yes,Yes
CUST04445,CON04445,PAY04445,Female,62,8,34.33,274.64,,4,Yes,No,Yes,No
CUST04446,CON04446,PAY04446,Female,22,10,102.15,1021.5,,3,No,Yes,Yes,No
CUST04447,CON04447,PAY04447,Male,57,62,62.86,3897.32,Cable,9,Yes,Yes,No,No
CUST04448,CON04448,PAY04448,Female,36,50,34.22,1711.0,Fiber Optic,6,No,Yes,No,Yes
CUST04449,CON04449,PAY04449,Male,27,34,57.42,1952.28,Fiber Optic,0,No,No,No,Yes
CUST04450,CON04450,PAY04450,Female,61,59,103.1,6082.9,Cable,0,No,No,Yes,Yes
CUST04451,CON04451,PAY04451,Male,73,22,57.0,1254.0,DSL,0,No,Yes,No,No
CUST04452,CON04452,PAY04452,Male,21,71,78.59,5579.89,DSL,6,No,No,No,No
CUST04453,CON04453,PAY04453,Male,51,4,98.46,393.84,DSL,6,No,No,No,No
CUST04454,CON04454,PAY04454,Female,19,9,104.66,941.94,,2,No,Yes,Yes,No
CUST04455,CON04455,PAY04455,Male,24,71,75.45,5356.95,DSL,6,No,No,No,No
CUST04456,CON04456,PAY04456,Female,59,72,104.58,7529.76,Fiber Optic,2,Yes,Yes,Yes,Yes
CUST04457,CON04457,PAY04457,Male,23,36,83.81,3017.16,Fiber Optic,6,Yes,Yes,No,Yes
CUST04458,CON04458,PAY04458,Male,72,7,80.01,560.07,,2,Yes,No,Yes,Yes
CUST04459,CON04459,PAY04459,Male,60,70,83.01,5810.7,Fiber Optic,5,No,Yes,Yes,Yes
CUST04460,CON04460,PAY04460,Female,71,43,57.55,2474.65,Fiber Optic,6,No,No,Yes,Yes
CUST04461,CON04461,PAY04461,Male,27,36,53.25,1917.0,Fiber Optic,0,Yes,No,No,No
CUST04462,CON04462,PAY04462,Female,61,52,61.05,3174.6,,6,Yes,Yes,No,No
CUST04463,CON04463,PAY04463,Female,62,7,29.06,203.42,,3,Yes,No,Yes,No
CUST04464,CON04464,PAY04464,Male,70,6,28.67,172.02,,5,Yes,No,Yes,No
CUST04465,CON04465,PAY04465,Female,56,64,31.37,2007.68,Cable,4,Yes,No,Yes,Yes
CUST04466,CON04466,PAY04466,Male,53,48,97.41,4675.68,Cable,2,No,No,Yes,No
CUST04467,CON04467,PAY04467,Female,29,13,104.88,1363.44,Fiber Optic,3,Yes,Yes,No,No
CUST04468,CON04468,PAY04468,Female,29,52,59.2,3078.4,Fiber Optic,3,No,No,Yes,Yes
CUST04469,CON04469,PAY04469,Female,61,29,63.26,1834.54,,2,No,No,Yes,Yes
CUST04470,CON04470,PAY04470,Female,30,22,33.44,735.68,Fiber Optic,2,No,No,No,No
CUST04471,CON04471,PAY04471,Female,61,30,56.86,1705.8,,1,No,Yes,Yes,Yes
CUST04472,CON04472,PAY04472,Female,70,25,78.0,1950.0,Cable,0,Yes,Yes,No,Yes
CUST04473,CON04473,PAY04473,Male,46,3,104.17,312.51,DSL,5,No,No,No,No
CUST04474,CON04474,PAY04474,Female,46,6,57.83,346.98,DSL,3,Yes,No,Yes,No
CUST04475,CON04475,PAY04475,Female,37,66,31.55,2082.3,DSL,3,No,No,Yes,Yes
CUST04476,CON04476,PAY04476,Male,64,67,80.28,5378.76,Fiber Optic,6,No,Yes,Yes,Yes
CUST04477,CON04477,PAY04477,Female,71,50,58.25,2912.5,Cable,6,Yes,No,Yes,No
CUST04478,CON04478,PAY04478,Female,29,11,97.94,1077.34,Fiber Optic,1,Yes,Yes,No,No
CUST04479,CON04479,PAY04479,Male,74,45,55.43,2494.35,Cable,7,No,Yes,No,Yes
CUST04480,CON04480,PAY04480,Male,56,31,98.99,3068.69,,7,Yes,No,Yes,No
CUST04481,CON04481,PAY04481,Female,42,14,83.8,1173.2,Fiber Optic,3,No,Yes,No,Yes
CUST04482,CON04482,PAY04482,Male,35,27,46.72,1261.44,,0,No,Yes,No,No
CUST04483,CON04483,PAY04483,Male,59,68,77.08,5241.44,Fiber Optic,4,No,Yes,Yes,Yes
CUST04484,CON04484,PAY04484,Male,76,23,60.83,1399.09,Cable,0,Yes,No,Yes,Yes
CUST04485,CON04485,PAY04485,Male,18,11,46.08,506.88,Cable,5,Yes,Yes,No,Yes
CUST04486,CON04486,PAY04486,Female,51,13,25.14,326.82,Fiber Optic,7,No,Yes,Yes,Yes
CUST04487,CON04487,PAY04487,Female,57,34,27.11,921.74,,4,No,No,Yes,Yes
CUST04488,CON04488,PAY04488,Male,30,4,60.01,240.04,,7,No,No,Yes,No
CUST04489,CON04489,PAY04489,Male,19,33,47.58,1570.14,,1,No,Yes,Yes,No
CUST04490,CON04490,PAY04490,Male,49,4,95.83,383.32,DSL,7,No,No,No,No
CUST04491,CON04491,PAY04491,Female,52,32,50.71,1622.72,DSL,5,Yes,Yes,No,Yes
CUST04492,CON04492,PAY04492,Female,69,45,59.64,2683.8,Fiber Optic,8,No,No,Yes,Yes
CUST04493,CON04493,PAY04493,Female,51,12,32.11,385.32,Fiber Optic,6,No,Yes,Yes,Yes
CUST04494,CON04494,PAY04494,Female,61,27,56.46,1524.42,,0,No,No,Yes,Yes
CUST04495,CON04495,PAY04495,Male,40,18,58.26,1048.68,Fiber Optic,5,No,No,No,Yes
CUST04496,CON04496,PAY04496,Female,18,46,99.63,4582.98,DSL,7,Yes,Yes,No,Yes
CUST04497,CON04497,PAY04497,Female,18,46,96.16,4423.36,Cable,3,Yes,Yes,Yes,Yes
CUST04498,CON04498,PAY04498,Male,68,55,31.27,1719.85,,4,No,Yes,Yes,No
CUST04499,CON04499,PAY04499,Female,67,50,58.55,2927.5,Cable,6,Yes,No,Yes,No
CUST04500,CON04500,PAY04500,Male,35,46,55.2,2539.2,Fiber Optic,9,No,No,Yes,No
CUST04501,CON04501,PAY04501,Male,51,3,59.24,177.72,Cable,5,Yes,Yes,No,No
CUST04502,CON04502,PAY04502,Female,65,31,63.17,1958.27,Cable,0,Yes,No,Yes,Yes
CUST04503,CON04503,PAY04503,Male,24,25,82.45,2061.25,Cable,0,No,No,Yes,No
CUST04504,CON04504,PAY04504,Male,59,67,26.83,1797.61,Cable,5,No,No,No,Yes
CUST04505,CON04505,PAY04505,Female,69,35,46.15,1615.25,Cable,3,No,No,Yes,No
CUST04506,CON04506,PAY04506,Male,24,71,77.21,5481.91,DSL,5,No,No,No,No
CUST04507,CON04507,PAY04507,Male,73,8,31.2,249.6,,5,Yes,No,Yes,No
CUST04508,CON04508,PAY04508,Male,70,46,60.82,2797.72,Cable,8,No,Yes,No,Yes
CUST04509,CON04509,PAY04509,Female,75,41,57.65,2363.65,DSL,1,Yes,No,Yes,No
CUST04510,CON04510,PAY04510,Male,75,35,84.36,2952.6,Fiber Optic,5,No,No,No,Yes
CUST04511,CON04511,PAY04511,Female,71,72,46.65,3358.8,Cable,1,No,No,Yes,Yes
CUST04512,CON04512,PAY04512,Female,52,30,34.07,1022.1,,3,No,No,Yes,Yes
CUST04513,CON04513,PAY04513,Female,37,64,28.25,1808.0,DSL,2,No,No,Yes,Yes
CUST04514,CON04514,PAY04514,Female,18,46,99.76,4588.96,Cable,4,Yes,Yes,Yes,Yes
CUST04515,CON04515,PAY04515,Female,26,11,95.66,1052.26,Fiber Optic,2,Yes,Yes,No,No
CUST04516,CON04516,PAY04516,Female,64,19,28.54,542.26,Fiber Optic,2,No,Yes,No,Yes
CUST04517,CON04517,PAY04517,Female,69,26,29.96,778.96,Cable,4,No,Yes,Yes,No
CUST04518,CON04518,PAY04518,Male,28,35,49.64,1737.4,Fiber Optic,2,Yes,No,No,No
CUST04519,CON04519,PAY04519,Female,69,51,63.36,3231.36,Cable,6,Yes,No,Yes,No
CUST04520,CON04520,PAY04520,Female,74,4,80.27,321.08,,8,No,No,No,Yes
CUST04521,CON04521,PAY04521,Female,18,6,100.5,603.0,,3,No,Yes,Yes,No
CUST04522,CON04522,PAY04522,Female,18,45,102.78,4625.1,DSL,8,Yes,Yes,No,Yes
CUST04523,CON04523,PAY04523,Male,20,29,54.85,1590.65,,1,No,Yes,Yes,No
CUST04524,CON04524,PAY04524,Male,18,21,30.71,644.91,DSL,0,No,Yes,No,Yes
CUST04525,CON04525,PAY04525,Male,18,37,84.82,3138.34,DSL,9,Yes,No,No,No
CUST04526,CON04526,PAY04526,Male,21,38,46.95,1784.1,Cable,8,Yes,Yes,Yes,Yes
CUST04527,CON04527,PAY04527,Female,20,70,47.12,3298.4,DSL,6,No,No,No,Yes
CUST04528,CON04528,PAY04528,Male,54,28,100.24,2806.72,,7,Yes,No,Yes,No
CUST04529,CON04529,PAY04529,Male,30,58,30.8,1786.4,Cable,8,Yes,Yes,Yes,Yes
CUST04530,CON04530,PAY04530,Female,66,31,57.72,1789.32,,0,No,Yes,Yes,Yes
CUST04531,CON04531,PAY04531,Male,56,68,26.22,1782.96,Cable,4,No,No,No,Yes
CUST04532,CON04532,PAY04532,Female,71,22,83.2,1830.4,Cable,0,Yes,Yes,No,Yes
CUST04533,CON04533,PAY04533,Female,65,28,55.96,1566.88,Cable,1,Yes,No,Yes,Yes
CUST04534,CON04534,PAY04534,Female,64,20,34.27,685.4,Fiber Optic,0,No,Yes,No,Yes
CUST04535,CON04535,PAY04535,Female,41,62,34.61,2145.82,DSL,2,No,No,Yes,Yes
CUST04536,CON04536,PAY04536,Male,26,29,83.92,2433.68,Cable,0,No,No,Yes,No
CUST04537,CON04537,PAY04537,Female,63,68,83.37,5669.16,,4,Yes,No,No,Yes
CUST04538,CON04538,PAY04538,Male,57,68,61.85,4205.8,Fiber Optic,1,Yes,No,Yes,No
CUST04539,CON04539,PAY04539,Female,46,43,84.89,3650.27,DSL,8,No,No,No,Yes
CUST04540,CON04540,PAY04540,Female,55,48,57.04,2737.92,,5,Yes,Yes,No,No
CUST04541,CON04541,PAY04541,Female,63,69,82.47,5690.43,,5,Yes,No,No,Yes
CUST04542,CON04542,PAY04542,Male,24,36,46.78,1684.08,Cable,8,Yes,Yes,Yes,Yes
CUST04543,CON04543,PAY04543,Female,42,15,80.76,1211.4,Fiber Optic,1,No,Yes,No,Yes
CUST04544,CON04544,PAY04544,Male,23,46,25.01,1150.46,DSL,4,Yes,No,Yes,Yes
CUST04545,CON04545,PAY04545,Male,67,53,31.72,1681.16,,4,No,Yes,Yes,No
CUST04546,CON04546,PAY04546,Female,37,48,29.94,1437.12,Fiber Optic,7,No,Yes,No,Yes
CUST04547,CON04547,PAY04547,Male,67,49,84.02,4116.98,,5,No,No,Yes,Yes
CUST04548,CON04548,PAY04548,Male,54,1,84.26,84.26,Fiber Optic,1,No,No,No,No
CUST04549,CON04549,PAY04549,Male,37,50,51.02,2551.0,Fiber Optic,9,No,Yes,No,Yes
CUST04550,CON04550,PAY04550,Male,73,7,32.5,227.5,,6,Yes,No,Yes,No
CUST04551,CON04551,PAY04551,Male,70,51,25.84,1317.84,,3,No,Yes,Yes,No
CUST04552,CON04552,PAY04552,Female,19,49,99.62,4881.38,DSL,7,Yes,Yes,No,Yes
CUST04553,CON04553,PAY04553,Female,18,48,104.19,5001.12,Cable,4,Yes,Yes,Yes,Yes
CUST04554,CON04554,PAY04554,Female,29,54,57.48,3103.92,Fiber Optic,4,No,No,Yes,Yes
CUST04555,CON04555,PAY04555,Male,74,6,26.21,157.26,,5,Yes,No,Yes,No
CUST04556,CON04556,PAY04556,Male,23,47,32.49,1527.03,DSL,6,Yes,No,Yes,Yes
CUST04557,CON04557,PAY04557,Female,42,46,64.26,2955.96,,4,Yes,Yes,No,No
CUST04558,CON04558,PAY04558,Male,18,33,48.51,1600.83,,3,No,Yes,Yes,No
CUST04559,CON04559,PAY04559,Male,21,31,54.38,1685.78,,1,No,Yes,Yes,No
CUST04560,CON04560,PAY04560,Female,54,41,97.71,4006.11,DSL,2,No,No,No,No
CUST04561,CON04561,PAY04561,Male,67,55,26.4,1452.0,,5,No,Yes,Yes,No
CUST04562,CON04562,PAY04562,Male,57,28,100.21,2805.88,,8,Yes,No,Yes,No
CUST04563,CON04563,PAY04563,Male,49,56,56.06,3139.36,Cable,2,No,Yes,No,No
CUST04564,CON04564,PAY04564,Male,40,21,64.21,1348.41,Fiber Optic,3,No,No,No,Yes
CUST04565,CON04565,PAY04565,Male,72,25,60.18,1504.5,Cable,0,Yes,No,Yes,Yes
CUST04566,CON04566,PAY04566,Male,56,69,59.24,4087.56,Fiber Optic,0,Yes,No,Yes,No
CUST04567,CON04567,PAY04567,Male,18,21,34.38,721.98,DSL,0,No,Yes,No,Yes
CUST04568,CON04568,PAY04568,Male,22,36,78.49,2825.64,Fiber Optic,8,Yes,Yes,No,Yes
CUST04569,CON04569,PAY04569,Female,59,25,83.14,2078.5,DSL,4,Yes,Yes,No,No
CUST04570,CON04570,PAY04570,Female,54,31,30.43,943.33,,5,No,No,Yes,Yes
CUST04571,CON04571,PAY04571,Female,34,47,27.82,1307.54,Fiber Optic,7,No,Yes,No,Yes
CUST04572,CON04572,PAY04572,Female,43,12,80.51,966.12,Fiber Optic,2,No,Yes,No,Yes
CUST04573,CON04573,PAY04573,Male,19,35,83.79,2932.65,Fiber Optic,6,Yes,Yes,No,Yes
CUST04574,CON04574,PAY04574,Male,35,60,99.97,5998.2,,7,Yes,No,Yes,Yes
CUST04575,CON04575,PAY04575,Male,34,23,48.43,1113.89,,0,No,Yes,No,No
CUST04576,CON04576,PAY04576,Female,22,9,103.65,932.85,,3,No,Yes,Yes,No
CUST04577,CON04577,PAY04577,Female,37,47,28.77,1352.19,Fiber Optic,5,No,Yes,No,Yes
CUST04578,CON04578,PAY04578,Female,63,71,83.05,5896.55,,5,Yes,No,No,Yes
CUST04579,CON04579,PAY04579,Male,18,30,52.18,1565.4,,1,No,Yes,Yes,No
CUST04580,CON04580,PAY04580,Female,61,26,83.74,2177.24,DSL,5,Yes,Yes,No,No
CUST04581,CON04581,PAY04581,Male,30,15,83.79,1256.85,DSL,1,Yes,No,Yes,No
CUST04582,CON04582,PAY04582,Male,51,49,98.91,4846.59,Cable,2,No,No,Yes,No
CUST04583,CON04583,PAY04583,Male,29,14,75.52,1057.28,DSL,1,Yes,No,Yes,No
CUST04584,CON04584,PAY04584,Male,26,37,47.17,1745.29,Fiber Optic,1,Yes,No,No,No
CUST04585,CON04585,PAY04585,Female,32,55,59.45,3269.75,Fiber Optic,3,No,No,Yes,Yes
CUST04586,CON04586,PAY04586,Male,58,41,32.26,1322.66,,4,Yes,Yes,No,No
CUST04587,CON04587,PAY04587,Female,44,68,25.44,1729.92,DSL,1,No,Yes,No,No
CUST04588,CON04588,PAY04588,Female,31,57,101.03,5758.71,Fiber Optic,6,No,Yes,No,Yes
CUST04589,CON04589,PAY04589,Male,23,52,31.0,1612.0,DSL,2,No,No,Yes,Yes
CUST04590,CON04590,PAY04590,Female,70,1,46.58,46.58,,3,No,Yes,Yes,No
CUST04591,CON04591,PAY04591,Male,55,45,26.75,1203.75,,3,Yes,Yes,No,No
CUST04592,CON04592,PAY04592,Female,29,53,55.06,2918.18,Fiber Optic,3,No,No,Yes,Yes
CUST04593,CON04593,PAY04593,Female,56,31,25.74,797.94,,4,No,No,Yes,Yes
CUST04594,CON04594,PAY04594,Male,30,27,52.3,1412.1,,0,No,Yes,No,No
CUST04595,CON04595,PAY04595,Female,29,59,51.34,3029.06,Cable,0,No,Yes,Yes,No
CUST04596,CON04596,PAY04596,Male,36,44,57.45,2527.8,Fiber Optic,7,No,No,Yes,No
CUST04597,CON04597,PAY04597,Female,64,19,27.03,513.57,Fiber Optic,0,No,Yes,No,Yes
CUST04598,CON04598,PAY04598,Female,32,37,34.54,1277.98,,1,No,No,No,Yes
CUST04599,CON04599,PAY04599,Female,61,25,83.36,2084.0,DSL,5,Yes,Yes,No,No
CUST04600,CON04600,PAY04600,Female,55,30,27.48,824.4,,5,No,No,Yes,Yes
CUST04601,CON04601,PAY04601,Male,53,22,58.02,1276.44,Cable,6,Yes,Yes,Yes,Yes
CUST04602,CON04602,PAY04602,Male,51,4,60.36,241.44,Cable,5,Yes,Yes,No,No
CUST04603,CON04603,PAY04603,Male,25,70,83.62,5853.4,DSL,6,No,No,No,No
CUST04604,CON04604,PAY04604,Female,66,31,64.42,1997.02,Cable,1,Yes,No,Yes,Yes
CUST04605,CON04605,PAY04605,Female,62,61,99.67,6079.87,Cable,0,No,No,Yes,Yes
CUST04606,CON04606,PAY04606,Female,66,26,29.06,755.56,Cable,5,No,Yes,Yes,No
CUST04607,CON04607,PAY04607,Male,72,46,59.32,2728.72,Cable,7,No,Yes,No,Yes
CUST04608,CON04608,PAY04608,Female,71,22,75.39,1658.58,Cable,0,Yes,Yes,No,Yes
CUST04609,CON04609,PAY04609,Male,50,47,52.1,2448.7,,4,No,No,Yes,No
CUST04610,CON04610,PAY04610,Female,49,6,55.43,332.58,DSL,3,Yes,No,Yes,No
CUST04611,CON04611,PAY04611,Female,54,66,32.76,2162.16,Cable,4,Yes,No,Yes,Yes
CUST04612,CON04612,PAY04612,Male,34,62,96.61,5989.82,,5,Yes,No,Yes,Yes
CUST04613,CON04613,PAY04613,Male,62,63,30.49,1920.87,,0,No,Yes,Yes,No
CUST04614,CON04614,PAY04614,Female,19,47,104.59,4915.73,Cable,2,Yes,Yes,Yes,Yes
CUST04615,CON04615,PAY04615,Male,58,66,59.93,3955.38,Fiber Optic,0,Yes,No,Yes,No
CUST04616,CON04616,PAY04616,Male,22,72,82.61,5947.92,DSL,5,No,No,No,No
CUST04617,CON04617,PAY04617,Male,20,21,31.38,658.98,DSL,0,No,Yes,No,Yes
CUST04618,CON04618,PAY04618,Female,70,20,103.27,2065.4,Cable,2,No,No,Yes,No
CUST04619,CON04619,PAY04619,Female,18,9,97.09,873.81,,3,No,Yes,Yes,No
CUST04620,CON04620,PAY04620,Female,20,47,100.37,4717.39,DSL,7,Yes,Yes,No,Yes
CUST04621,CON04621,PAY04621,Female,68,25,28.48,712.0,Cable,5,No,Yes,Yes,No
CUST04622,CON04622,PAY04622,Female,34,58,98.65,5721.7,Fiber Optic,4,No,Yes,No,Yes
CUST04623,CON04623,PAY04623,Male,53,4,31.98,127.92,Cable,2,Yes,Yes,No,Yes
CUST04624,CON04624,PAY04624,Male,25,37,57.07,2111.59,Fiber Optic,2,No,No,No,Yes
CUST04625,CON04625,PAY04625,Male,35,24,103.74,2489.76,Fiber Optic,2,Yes,No,Yes,Yes
CUST04626,CON04626,PAY04626,Male,27,49,28.78,1410.22,DSL,4,Yes,No,Yes,Yes
CUST04627,CON04627,PAY04627,Male,67,49,79.41,3891.09,,5,No,No,Yes,Yes
CUST04628,CON04628,PAY04628,Male,54,58,56.3,3265.4,Cable,9,Yes,Yes,No,No
CUST04629,CON04629,PAY04629,Female,25,16,25.65,410.4,DSL,5,No,No,No,Yes
CUST04630,CON04630,PAY04630,Male,69,58,77.42,4490.36,Cable,0,No,No,No,No
CUST04631,CON04631,PAY04631,Female,20,60,103.08,6184.8,Fiber Optic,7,No,No,No,Yes
CUST04632,CON04632,PAY04632,Male,49,65,80.06,5203.9,Fiber Optic,5,Yes,Yes,Yes,No
CUST04633,CON04633,PAY04633,Male,27,57,33.39,1903.23,Cable,7,Yes,Yes,Yes,Yes
CUST04634,CON04634,PAY04634,Female,69,5,79.16,395.8,,6,No,No,No,Yes
CUST04635,CON04635,PAY04635,Male,51,6,57.98,347.88,Cable,4,Yes,Yes,No,No
CUST04636,CON04636,PAY04636,Female,27,46,62.8,2888.8,Fiber Optic,5,Yes,No,No,Yes
CUST04637,CON04637,PAY04637,Female,29,61,49.42,3014.62,Cable,2,No,Yes,Yes,No
CUST04638,CON04638,PAY04638,Female,47,33,96.95,3199.35,Cable,3,Yes,No,No,Yes
CUST04639,CON04639,PAY04639,Female,49,43,81.3,3495.9,DSL,8,No,No,No,Yes
CUST04640,CON04640,PAY04640,Female,49,43,102.94,4426.42,DSL,1,No,No,No,No
CUST04641,CON04641,PAY04641,Female,21,9,97.49,877.41,,3,No,Yes,Yes,No
CUST04642,CON04642,PAY04642,Male,27,41,79.45,3257.45,DSL,3,No,No,No,No
CUST04643,CON04643,PAY04643,Female,46,31,47.96,1486.76,Fiber Optic,4,Yes,No,Yes,No
CUST04644,CON04644,PAY04644,Female,49,32,96.7,3094.4,Cable,3,Yes,No,No,Yes
CUST04645,CON04645,PAY04645,Male,32,17,76.53,1301.01,DSL,2,Yes,No,Yes,No
CUST04646,CON04646,PAY04646,Male,72,26,57.58,1497.08,Cable,0,Yes,No,Yes,Yes
CUST04647,CON04647,PAY04647,Male,18,36,75.67,2724.12,DSL,7,Yes,No,No,No
CUST04648,CON04648,PAY04648,Male,21,34,79.25,2694.5,DSL,7,Yes,No,No,No
CUST04649,CON04649,PAY04649,Female,76,40,58.88,2355.2,DSL,0,Yes,No,Yes,No
CUST04650,CON04650,PAY04650,Male,18,12,54.17,650.04,Cable,4,Yes,Yes,No,Yes
CUST04651,CON04651,PAY04651,Female,72,28,29.49,825.72,Cable,6,No,Yes,Yes,No
CUST04652,CON04652,PAY04652,Male,33,14,80.5,1127.0,DSL,1,Yes,No,Yes,No
CUST04653,CON04653,PAY04653,Male,18,37,81.66,3021.42,DSL,7,Yes,No,No,No
CUST04654,CON04654,PAY04654,Female,22,49,103.69,5080.81,DSL,6,Yes,Yes,No,Yes
CUST04655,CON04655,PAY04655,Female,44,31,46.78,1450.18,Fiber Optic,3,Yes,No,Yes,No
CUST04656,CON04656,PAY04656,Male,53,45,27.41,1233.45,,5,Yes,Yes,No,No
CUST04657,CON04657,PAY04657,Female,71,37,46.62,1724.94,Cable,4,No,No,Yes,No
CUST04658,CON04658,PAY04658,Female,73,37,56.98,2108.26,DSL,1,Yes,No,Yes,No
CUST04659,CON04659,PAY04659,Male,29,37,58.74,2173.38,Fiber Optic,1,No,No,No,Yes
CUST04660,CON04660,PAY04660,Female,71,50,56.46,2823.0,Cable,6,Yes,No,Yes,No
CUST04661,CON04661,PAY04661,Female,68,34,54.95,1868.3,Cable,2,No,No,Yes,No
CUST04662,CON04662,PAY04662,Male,67,54,27.46,1482.84,,4,No,Yes,Yes,No
CUST04663,CON04663,PAY04663,Male,31,26,52.89,1375.14,,0,No,Yes,No,No
CUST04664,CON04664,PAY04664,Male,34,18,63.14,1136.52,Fiber Optic,5,No,No,No,Yes
CUST04665,CON04665,PAY04665,Female,73,4,31.59,126.36,Cable,1,Yes,Yes,Yes,Yes
CUST04666,CON04666,PAY04666,Female,32,45,57.52,2588.4,Fiber Optic,5,Yes,No,No,Yes
CUST04667,CON04667,PAY04667,Female,60,26,79.56,2068.56,DSL,5,Yes,Yes,No,No
CUST04668,CON04668,PAY04668,Female,70,21,83.62,1756.02,Cable,1,Yes,Yes,No,Yes
CUST04669,CON04669,PAY04669,Female,71,1,28.58,28.58,Cable,2,Yes,Yes,Yes,Yes
CUST04670,CON04670,PAY04670,Male,29,57,30.14,1717.98,Cable,8,Yes,Yes,Yes,Yes
CUST04671,CON04671,PAY04671,Male,63,61,31.44,1917.84,,1,No,Yes,Yes,No
CUST04672,CON04672,PAY04672,Male,53,28,95.37,2670.36,,7,Yes,No,Yes,No
CUST04673,CON04673,PAY04673,Female,45,7,61.47,430.29,DSL,4,No,Yes,Yes,No
CUST04674,CON04674,PAY04674,Male,18,14,53.84,753.76,Cable,5,Yes,Yes,No,Yes
CUST04675,CON04675,PAY04675,Male,69,8,27.74,221.92,,5,Yes,No,Yes,No
CUST04676,CON04676,PAY04676,Male,23,51,29.46,1502.46,DSL,1,No,No,Yes,Yes
CUST04677,CON04677,PAY04677,Male,46,44,50.33,2214.52,,2,No,No,Yes,No
CUST04678,CON04678,PAY04678,Male,26,46,25.3,1163.8,DSL,5,Yes,No,Yes,Yes
CUST04679,CON04679,PAY04679,Male,66,50,83.01,4150.5,,6,No,No,Yes,Yes
CUST04680,CON04680,PAY04680,Female,28,24,28.29,678.96,Fiber Optic,0,No,No,No,No
CUST04681,CON04681,PAY04681,Female,30,53,57.45,3044.85,Fiber Optic,2,No,No,Yes,Yes
CUST04682,CON04682,PAY04682,Female,18,48,94.99,4559.52,Cable,4,Yes,Yes,Yes,Yes
CUST04683,CON04683,PAY04683,Female,70,20,97.73,1954.6,Cable,4,No,No,Yes,No
CUST04684,CON04684,PAY04684,Male,52,45,47.53,2138.85,,2,No,No,Yes,No
CUST04685,CON04685,PAY04685,Male,47,57,61.37,3498.09,Cable,1,No,Yes,No,No
CUST04686,CON04686,PAY04686,Female,47,45,75.07,3378.15,DSL,8,No,No,No,Yes
CUST04687,CON04687,PAY04687,Male,24,34,84.09,2859.06,Fiber Optic,8,Yes,Yes,No,Yes
CUST04688,CON04688,PAY04688,Female,67,27,26.03,702.81,Cable,4,No,Yes,Yes,No
CUST04689,CON04689,PAY04689,Male,55,62,60.36,3742.32,Cable,7,Yes,Yes,No,No
CUST04690,CON04690,PAY04690,Female,19,45,97.2,4374.0,DSL,7,Yes,Yes,No,Yes
CUST04691,CON04691,PAY04691,Female,36,47,28.71,1349.37,Fiber Optic,6,No,Yes,No,Yes
CUST04692,CON04692,PAY04692,Female,63,31,55.23,1712.13,,2,No,No,Yes,Yes
CUST04693,CON04693,PAY04693,Female,35,48,31.22,1498.56,Fiber Optic,7,No,Yes,No,Yes
CUST04694,CON04694,PAY04694,Female,23,18,28.11,505.98,DSL,7,No,No,No,Yes
CUST04695,CON04695,PAY04695,Male,25,71,83.15,5903.65,DSL,5,No,No,No,No
CUST04696,CON04696,PAY04696,Male,56,66,59.27,3911.82,Fiber Optic,0,Yes,No,Yes,No
CUST04697,CON04697,PAY04697,Male,72,6,80.0,480.0,,0,Yes,No,Yes,Yes
CUST04698,CON04698,PAY04698,Male,29,44,84.29,3708.76,DSL,3,No,No,No,No
CUST04699,CON04699,PAY04699,Male,72,7,32.82,229.74,,6,Yes,No,Yes,No
CUST04700,CON04700,PAY04700,Female,33,55,61.84,3401.2,Fiber Optic,4,No,No,Yes,Yes
CUST04701,CON04701,PAY04701,Male,31,60,25.25,1515.0,Cable,8,Yes,Yes,Yes,Yes
CUST04702,CON04702,PAY04702,Female,73,22,84.36,1855.92,Cable,0,Yes,Yes,No,Yes
CUST04703,CON04703,PAY04703,Female,68,1,51.44,51.44,,2,No,Yes,Yes,No
CUST04704,CON04704,PAY04704,Male,36,26,50.5,1313.0,,0,No,Yes,No,No
